"name";"weight"
"Germán";"7"
"Gerrit";"1"
"Gexan";"1"
"Gianni";"1"
"Gibert";"1"
"Gil";"1"
"Ginés";"1"
"Giovanni";"2"
"Gnangoro";"1"
"Goku";"1"
"Gonzalo";"23"
"Gori López";"1"
"Gorka";"10"
"Gorka Pérez";"1"
"Goyo";"1"
"Grego";"1"
"Guido Fernández";"1"
"Guifré";"1"
"Guille";"13"
"Guille Fernández";"1"
"Guille González";"1"
"Guille Macho";"1"
"Guillem";"9"
"Guillermo";"11"
"Guillermo García";"1"
"Guillermo González";"1"
"Gustav";"1"
"Gustavo";"2"
"Guti";"6"
"Guzmán";"1"
"Haitam";"1"
"Hajimari";"1"
"Hakim";"1"
"Hamilton";"1"
"Hamza";"1"
"Haritz";"1"
"Héber";"1"
"Héctor";"16"
"Hernán";"1"
"Higinio";"1"
"Hodei";"5"
"Holmes Júnior";"1"
"Hugo";"56"
"Hugo Díaz";"1"
"Hugo Fernández";"1"
"Hugo García";"1"
"Hugo González";"1"
"Hugo López";"1"
"Hugo Noa";"1"
"Hugo Pérez";"2"
"Hugo Rodri";"1"
"Hugo Rodríguez";"1"
"Humberto";"1"
"Iago";"9"
"Iago López";"1"
"Iago Martínez";"1"
"Ian";"5"
"Ibai";"4"
"Ibaider";"1"
"Iban";"2"
"Ibán";"1"
"Ibon";"5"
"Ibón";"2"
"Ibón Martínez";"1"
"Ibon Sánchez";"1"
"Ibourahima";"1"
"Ibra";"4"
"Ibrahima";"2"
"Iddrisu";"1"
"Idowu";"1"
"Ieltxu García";"1"
"Ignacio";"8"
"Ignasi";"3"
"Igor";"5"
"Ihintz";"1"
"Iker";"46"
"Íker";"1"
"Iker García";"1"
"Iker Martínez";"1"
"Iker Muñoz";"1"
"Iker Pagaza";"1"
"Iker Rodríguez";"1"
"Ilaix Moriba";"1"
"Ilias";"2"
"Ilie";"1"
"Illies Faure";"1"
"Ilyas";"2"
"Imanol";"5"
"Imanol García";"1"
"Iñaki";"13"
"Iñigo";"4"
"Íñigo";"20"
