"name";"weight"
"Bonota";"1"
"Boris";"2"
"Boubacar";"5"
"Boubacari";"1"
"Boubakar";"3"
"Boubakary";"1"
"Boubou";"1"
"Bouhary";"1"
"Boukary";"1"
"Boulaye";"1"
"Bouna";"1"
"Brad";"1"
"Brad Mantsounga";"1"
"Bradel";"1"
"Bradley";"8"
"Brady";"1"
"Brahim";"4"
"Brahima";"3"
"Brandon";"7"
"Brayan";"4"
"Brayane";"1"
"Brayann";"1"
"Brendan";"2"
"Breyton";"1"
"Brian";"9"
"Brice";"10"
"Bridge";"1"
"Bridges";"1"
"Brooklyn";"2"
"Brunnel";"1"
"Bruno";"3"
"Bryan";"19"
"Byani";"1"
"Cachito";"1"
"Calixte";"1"
"Calvin";"2"
"Cameron";"2"
"Camille";"1"
"Camron";"1"
"Cantyn";"1"
"Carlos";"1"
"Carlu Antò";"1"
"Carnejy";"1"
"Carraro";"1"
"Castello";"1"
"Caumes";"1"
"Cazim";"1"
"Cédric";"14"
"Celal";"1"
"Célian";"1"
"Cerene";"1"
"César";"2"
"Chad";"1"
"Chafik";"4"
"Chahine";"1"
"Chahreddine";"1"
"Chaïb";"1"
"Chaihane";"1"
"Chaïn";"1"
"Chams";"1"
"Chamsedin";"1"
"Chaouki";"1"
"Charaf";"1"
"Charles";"7"
"Charles Andreas";"1"
"Charles Noël";"1"
"Charles-André";"1"
"Charles-Elie";"1"
"Charles-Elyan";"1"
"Charlie";"1"
"Charly";"4"
"Check Oumar";"1"
"Checkina";"1"
"Cheick";"5"
"Cheick Oumar";"1"
"Cheickné";"1"
"Cheik";"1"
"Cheikh";"4"
"Cheikh Abu";"1"
"Cheikh Tidiane";"1"
"Cheikhou";"1"
"Chérif";"1"
"Chibuike";"1"
"Chihab";"1"
"Chouaib";"1"
"Chris";"7"
"Chris-Kévin";"1"
"Chris-Marlon";"1"
"Chrislain";"1"
"Chrismael";"1"
"Christ";"4"
"Christian";"7"
"Christian Joel";"1"
"Christofer";"1"
"Christophe";"5"
"Christopher";"16"
"Chrome";"1"
"Chrys";"1"
"Chrystan";"1"
"Clarck";"1"
"Clarence";"4"
"Claudio";"1"
"Claudy";"1"
"Clement";"3"
"Clément";"25"
"Cléo";"1"
"Clidis";"1"
"Clinton";"1"
"Cluver";"1"
"Co^me";"2"
"Colas";"1"
"Coleen";"1"
"Coli";"1"
"Colin";"1"
"Constant";"1"
"Corentin";"18"
"Corneille";"1"
"Craig";"1"
"Curtis";"2"
"Cyril";"6"
"Cyrus";"1"
"Dagui";"1"
"Dahiss";"1"
"Daivy";"1"
"Dalangunypole";"1"
"Dalil";"1"
"Damani";"1"
"Dame";"1"
"Damien";"10"
"Damon";"1"
"Dan";"7"
"Dan Marcel";"1"
"Dan-Axel";"1"
"Daniel";"12"
"Dany";"1"
"Danyl";"1"
"Daou";"1"
"Daoud";"2"
"Daouda";"3"
"Dapyna";"1"
"Darell";"1"
"Daren";"1"
"Dario";"1"
"Darius";"1"
"Darling";"1"
"Darly";"1"
"Darnell";"1"
"Darren";"1"
"Darris";"1"
"Darryl";"1"
"Daryll";"1"
"David";"22"
"Davis";"1"
"Davy";"1"
"Dawoud";"1"
"Dayann";"2"
"Daylam";"1"
"Dayot";"1"
"Daysam";"1"
"Déca";"1"
"Dee-Shawn";"1"
"Deen";"1"
"Dehmaine";"1"
"Demba";"4"
"Dembo";"2"
"Denelzo";"1"
"Denis";"1"
"Denis-Will";"1"
"Deniz";"1"
"Denji";"1"
"Dennis";"1"
"Dénys";"1"
"Denzel";"1"
"Derek";"1"
"Derick";"1"
"Désiré";"3"
"Desthy";"1"
"Destin";"2"
"Destiné";"1"
"Diabé";"1"
"Diabel";"1"
"Diaby";"1"
"Diadé";"1"
"Diadié";"1"
"Diadiouly";"1"
"Diaguely";"1"
"Diakari";"1"
"Diaranké";"1"
"Didier";"1"
"Didine";"1"
"Diédié";"1"
"Diego";"6"
"Dieudonné";"1"
"Dilane";"1"
"Dimitri";"9"
"Dimitry";"2"
"Dion";"1"
"Djaïd";"1"
"Djamal";"2"
"Djamel";"1"
"Djamy";"1"
"Djaoui";"1"
"Djawell";"1"
"Djedjom";"1"
"Djeewing";"1"
"Djeidi";"1"
"Djelan";"1"
"Djessine";"1"
"Djessy";"1"
"Djibraïl";"1"
"Djibril";"20"
"Djibrill";"1"
"Djigo";"1"
"Djilali";"1"
"Djinor";"1"
"Djomoh";"1"
"Djordan";"1"
"Djulian";"1"
"Djylian";"1"
"Doel-Osei";"1"
"Dolan";"1"
"Dollard";"1"
"Dominik";"1"
"Dominique";"3"
"Donatien";"1"
"Donovan";"4"
"Dorian";"12"
"Doro";"1"
"Doua";"1"
"Douglas";"1"
"Doumbia Touré";"1"
"Dramane";"4"
"Drice";"1"
"Driss";"3"
"Duckens";"1"
"Dylan";"16"
"Ebroni";"1"
"Edan";"1"
"Eddi";"1"
"Eddine";"1"
"Eddy";"3"
"Eddy Ouattara";"1"
"Edem";"1"
"Eden";"3"
"Edens";"1"
"Edgar";"2"
"Edhy";"1"
"Edine";"1"
"Edmilson";"1"
"Edoly";"1"
"Edouard";"8"
"Édouard";"2"
"Edson";"1"
"Eduardo";"1"
"Edwin";"5"
"Ehsan";"1"
"El Anrif";"1"
"El Asrar";"1"
"El Chadaille";"1"
"El Fayed";"1"
"El Hadj";"2"
"El Hadji";"1"
"El Nasry";"1"
"El Oihab";"1"
"El Omar";"1"
"Elage";"1"
"Eldin";"1"
"Eldji";"1"
"Elfayed";"1"
"Elhadj";"1"
"Eli";"1"
"Eli Junior";"1"
"Elian";"1"
"Eliaquim";"1"
"Elias";"5"
"Elías";"1"
"Elie";"4"
"Élie";"1"
"Elies";"1"
"Eliesse";"1"
"Eliezer";"1"
"Elijah";"3"
"Elikya";"1"
"Elio";"1"
"Eliot";"4"
"Eliott";"2"
"Elisha";"1"
"Elliott";"1"
"Ellyes";"1"
"Elouan";"1"
"Elouann";"1"
"Elrich";"1"
"Elson";"1"
"Ely";"1"
"Elyas";"2"
"Elyaz";"1"
"Elydjah";"1"
"Elye";"1"
"Elyes";"3"
"Elymane";"1"
"Elysée";"2"
"Emeka";"1"
"Emeric";"3"
"Emerick";"1"
"Emil";"1"
"Emile";"3"
"Emilien";"3"
"Émilien";"1"
"Emmanuel";"14"
"Emran";"1"
"Emric";"1"
"Eneko";"1"
"Enes";"1"
"Engeda";"1"
"Enguerrand";"1"
"Enisio";"1"
"Enoch";"2"
"Enock";"1"
"Envel";"1"
"Enzo";"74"
"Enzo Ekuba";"1"
"Enzo-Noël";"1"
"Eoghan";"1"
"Eran";"1"
"Erawan";"1"
"Eric";"4"
"Erkan";"1"
"Erlend";"1"
"Ernest";"1"
"Eros";"1"
"Ervin";"1"
"Erwan";"15"
"Erwann";"1"
"Erwin";"1"
"Esli";"1"
"Espérance";"1"
"Essam";"1"
"Esteban";"13"
"Estébane";"1"
"Etan";"1"
"Ethan";"12"
"Ethane";"1"
"Etienne";"4"
"Étienne";"1"
"Evan";"10"
"Evan's";"1"
"Evann";"5"
"Evans";"2"
"Evens";"2"
"Everson Pereira";"1"
"Everton";"1"
"Evra";"1"
"Evrack";"1"
"Evrald";"1"
"Ewan";"4"
"Ewen";"4"
"Exaucé";"1"
"Ezéckiel";"1"
"Ezekiel";"1"
"Fabien";"8"
"Fabio";"2"
"Fábio";"1"
"Fabrice";"1"
"Fadi";"2"
"Fadiala";"1"
"Fady";"1"
"Fahd";"2"
"Fahem";"1"
"Faik";"1"
"Faïss";"1"
"Faïssal";"1"
"Faitout";"1"
