"name";"weight"
"Astic";"1"
"Atallah";"1"
"Atangana";"1"
"Atigan";"1"
"Atrous";"1"
"Atta";"1"
"Attaba";"1"
"Attolou";"1"
"Attoukora";"1"
"Attrouche";"1"
"Attys";"1"
"Aubameyang";"1"
"Aube";"1"
"Aubeneau";"1"
"Aubourg";"1"
"Aubry";"1"
"Aucan";"1"
"Audouin";"1"
"Auger";"1"
"Augustin";"1"
"Autret";"1"
"Auvré";"1"
"Averlant";"1"
"Avinel";"1"
"Avognan";"1"
"Awoudor";"1"
"Axel Gnapi Dable";"1"
"Ayad";"1"
"Ayadi";"1"
"Ayari";"1"
"Ayé";"1"
"Ayessa";"1"
"Ayew";"2"
"Ayité";"1"
"Aymes";"1"
"Azagoh";"1"
"Azamoum";"1"
"Azeddioui";"1"
"Azehaf";"1"
"Azenked";"1"
"Aziz";"1"
"Azizi";"1"
"Azouni";"1"
"Azzabi";"1"
"Ba";"8"
"Bâ";"1"
"Ba-Sy";"1"
"Baal";"1"
"Baala";"1"
"Baaloudj";"1"
"Baba";"1"
"Babaï";"1"
"Babela Tsembo";"1"
"Babin";"1"
"Babit";"1"
"Bablée";"1"
"Bably";"1"
"Bacar";"1"
"Bacha";"2"
"Bachelet";"1"
"Bachiri";"1"
"Bachirou";"1"
"Baclet";"1"
"Badaoui";"1"
"Badé";"1"
"Badiashile";"2"
"Badin";"1"
"Badirou";"2"
"Badji";"3"
"Bado";"1"
"Badoro";"1"
"Badu";"1"
"Bafounta";"1"
"Bagbema";"1"
"Bagbonon";"1"
"Baghdadi";"1"
"Baghough";"1"
"Bague";"1"
"Baguidy";"1"
"Bah";"5"
"Bahamboula";"1"
"Bahassa";"2"
"Bahenda";"1"
"Bahloul";"1"
"Bahlouli";"2"
"Bahoya";"3"
"Bahri";"1"
"Bai";"1"
"Baï";"1"
"Bailly";"1"
"Bain";"1"
"Bajic";"2"
"Bakadal";"1"
"Bakali";"1"
"Bakambu";"1"
"Bakayoko";"6"
"Bakhouche";"1"
"Bakola";"1"
"Bakouma";"1"
"Baku";"1"
"Bakwa";"1"
"Balamandji";"1"
"Baldacchino";"2"
"Baldé";"3"
"Baldoni";"1"
"Bale Kiala";"1"
"Balliana";"1"
"Ballo";"1"
"Ballo-Touré";"1"
"Balmain";"1"
"Balmy";"1"
"Baltazar";"1"
"Baltazar de Almeida";"1"
"Bamba";"12"
"Bamballi";"2"
"Banaziak";"1"
"Bancillon";"1"
"Bandolo";"1"
"Bangoura";"2"
"Bangré";"1"
"Bansais";"1"
"Bantsimba";"1"
"Banza";"1"
"Banzouzi";"2"
"Baptista";"1"
"Baqué";"1"
"Baradji";"4"
"Barakat";"1"
"Baranik";"2"
"Barataud";"1"
"Barbet";"3"
"Barbier";"1"
"Barcola";"1"
"Barcq";"1"
"Bard";"1"
"Bardeli";"1"
"Bardy";"1"
"Baret";"2"
"Bargain";"1"
"Barido";"1"
"Barka";"1"
"Baroan";"1"
"Barras";"1"
"Barreau";"1"
"Barreto";"1"
"Barroug";"1"
"Barry";"4"
"Barthélémy";"1"
"Barthelmé";"1"
"Bartholomé";"1"
"Bartolomeu";"1"
"Bartouche-Selbonne";"1"
"Barty";"1"
"Baruti Liamba";"1"
"Baseya";"1"
"Basila";"1"
"Basilio";"1"
"Basimba";"1"
"Basla";"1"
"Basque";"1"
"Basset";"1"
"Bassi";"1"
"Bassin";"1"
"Bassouamina";"1"
"Bastaraud";"1"
"Bastian";"1"
"Basty";"1"
"Batbedat";"2"
"Bathily";"1"
"Batisse";"1"
"Batola";"2"
"Battaglia";"1"
"Batubinsika";"1"
"Bauda";"1"
"Baude";"2"
"Baudot";"1"
"Baudouin";"1"
"Baudour";"1"
"Baudry";"1"
"Bayard";"1"
"Bayeye";"1"
"Bayo";"3"
"Bayomog";"1"
"Bayoumi";"1"
"Bazolo";"1"
"Beaka";"1"
"Beaslas";"1"
"Beau-Djellel";"1"
"Beaudouin";"1"
"Beauguel";"1"
"Beaulieu";"1"
"Beaumont";"1"
"Beauvillain";"1"
"Bebey Sake";"1"
"Bécard";"1"
"Bechikh";"1"
"Becker";"1"
"Bedel Valette";"1"
"Bedfian";"1"
"Bedia";"1"
"Bedimé";"1"
"Beghin";"1"
"Begraoui";"1"
"Bègue";"1"
"Béhé";"1"
"Behlow";"1"
"Beka Beka";"1"
"Bekhadda";"1"
"Bekhechi";"1"
"Bekombo";"1"
"Belabdelli";"1"
"Belabdi";"1"
"Belaggoune";"1"
"Belahmeur";"1"
"Belahyane";"1"
"Belal";"1"
"Belangote";"1"
"Belarbi";"2"
"Belaroussi";"1"
"Belaud";"1"
"Belazzoug";"1"
"Belfodil";"1"
"Belhadji";"1"
"Belhaj";"1"
"Belhanda";"1"
"Beliandjou";"1"
"Bélise";"1"
"Belkanichi";"1"
"Belkebla";"1"
"Belkhdim";"1"
"Belkhechine";"1"
"Belkheir";"2"
"Belkorchia";"1"
"Belkouche";"1"
"Bellaarouch";"1"
"Bellache";"1"
"Bellahcene";"1"
"Bellahcéne";"1"
"Bellali";"1"
"Bellamy";"1"
"Bellegarde";"1"
"Belliard";"1"
"Bellini";"1"
"Bello";"1"
"Bellon";"1"
"Belloumou";"1"
"Bellouti";"1"
"Belmokhtar";"1"
"Belmonte";"1"
"Belocian";"1"
"Beltaief";"1"
"Beltran";"1"
"Bemanga";"1"
"Ben Abdellah";"1"
"Ben Allel";"1"
"Ben Balla";"1"
"Ben Bella";"1"
"Ben Boina";"1"
"Ben Boubaker";"1"
"Ben Brahim";"1"
"Ben Cheikh";"1"
"Ben Choug";"1"
"Ben Fredj";"1"
"Ben Hamed";"1"
"Ben Khemis";"1"
"Ben Loucif";"1"
"Ben Maatoug";"1"
"Ben Mahmoud";"1"
"Ben Nasr";"1"
"Ben Othman";"1"
"Ben Seghir";"2"
"Ben Tiba";"1"
"Ben Yedder";"1"
"Ben Youssef";"1"
"Bena";"1"
"Benabdelouahed";"1"
"Benaïssa";"1"
"Benali";"2"
"Benama";"1"
"Benamara";"1"
"Benaniba";"1"
"Benaouda";"1"
"Benard";"2"
"Bénard";"1"
"Benaries";"1"
"Benatmane";"1"
"Benbachir";"1"
"Benbouziane";"1"
"Benchaa";"1"
"Benchamma";"1"
"Benchaouch";"1"
"Bendaoud";"1"
"Beneddine";"1"
"Benedetto";"1"
"Benedick";"1"
"Benet";"1"
"Bénézet";"1"
"Bengueddoudj";"1"
"Bengui Joao";"1"
"Benhaddou";"1"
"Benhaïm";"1"
"Benhalal";"1"
"Benhattab";"1"
"Benhmida";"1"
"Benítez";"1"
"Benkaid";"1"
"Benkhedim";"1"
"Benkheira";"1"
"Benkhiat";"1"
"Benlahlou";"1"
"Benlahrour";"1"
"Benmakrelouf";"1"
"Benmoussa";"1"
"Benmousssa";"1"
"Bennabi";"1"
"Bennacer";"1"
"Bennour";"1"
"Benoist";"1"
"Benoît";"1"
"Benrahma";"1"
"Benramdane";"2"
"Bensaïd";"1"
"Benson";"1"
"Bensoula";"1"
"Bentafat";"1"
"Bentahar";"1"
"Bentaleb";"2"
"Bentayeb";"1"
"Bentayou";"1"
"Bentebbal";"1"
"Bentoumi";"1"
"Benyahia-Tahi";"1"
"Benyahya";"2"
"Benzema";"1"
"Benzia";"2"
"Berbar";"1"
"Berenguer-Bohrer";"1"
"Berenguier";"1"
"Bérénice";"1"
"Bérigaud";"1"
"Bering";"1"
"Berkane";"1"
"Berkani";"1"
"Bermont";"1"
"Bernadou";"1"
"Bernard";"6"
"Bernardeau";"1"
"Bernardelli";"1"
"Bernardino";"1"
"Bernardoni";"1"
"Bernasque";"1"
"Bernauer";"1"
"Bernede";"1"
"Bernon";"2"
"Berrabha";"1"
"Bertaud";"1"
"Bertheaume";"1"
"Berthier";"1"
"Berthon";"1"
"Bertil";"1"
"Bertolucci";"1"
"Bertrand";"1"
"Bervin";"1"
"Bery";"1"
"Bešic";"1"
"Besse";"1"
"Besson";"1"
"Betehe";"1"
"Bétéhé";"1"
"Betka";"1"
"Betoubam";"1"
"Betra";"1"
"Bettahar";"1"
"Bettaieb";"1"
"Beunaiche";"1"
"Beunardeau";"1"
"Beurel";"1"
"Beusnard";"1"
"Beuvain";"1"
"Beuve";"1"
"Bever";"1"
"Beye Filiot";"1"
"Beyer";"1"
"Beymik";"1"
"Beyoko Mpongo";"1"
"Beyuku";"1"
"Bezahaf";"1"
"Bezecourt";"1"
"Bezeme";"1"
"Beziouen";"1"
"Bezzekhami";"2"
"Bezzina";"1"
"Bhihi";"1"
"Biabiany";"1"
"Biako";"1"
"Bianay";"1"
"Bianchini";"1"
"Biancone";"1"
"Bianda";"1"
"Bichet";"1"
"Bico";"1"
"Bidi";"1"
"Bienck";"1"
"Bierry";"1"
"Biettmann";"1"
"Bijot";"1"
"Bikindu";"1"
"Bikoumou";"1"
"Bikouta";"2"
"Bile";"1"
"Bilingi";"1"
"Billemaz";"1"
"Billy";"1"
"Bindika Ndalla";"1"
"Binet";"2"
"Binon";"1"
"Bique";"1"
"Biron";"1"
"Bisala";"1"
"Bissog";"1"
"Bisson";"2"
"Bitaud";"1"
"Bitsamou";"1"
"Bitshiabu";"1"
"Bitumazala";"1"
"Biumla";"1"
"Biz";"1"
"Bizet";"1"
"Biziki";"1"
"Bladi";"1"
"Blanc";"2"
"Blanchard";"1"
"Blancquart";"1"
"Blas";"1"
"Blasco";"2"
"Blaudet";"1"
"Ble";"1"
"Blé";"1"
"Blin";"1"
"Bloch";"1"
"Blot";"2"
"Bloudeau";"1"
"Boana Idy";"1"
"Bobichon";"1"
"Bocat";"1"
"Boche";"1"
"Bochereau";"1"
"Bod";"1"
"Bodiang";"1"
"Bodiger";"1"
"Bodmer";"1"
"Boe Bozeme";"1"
"Boé-Kane";"1"
"Boey";"1"
"Boga";"1"
"Bogovic";"1"
"Bohui";"1"
"Boinaidi";"1"
